City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
624,Nieuw Nickerie,SR,75.69,broken clouds,5.95,-56.9833,Ishwardat Inn
629,Aksu,CN,42.33,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
632,Pulandian,CN,46.9,overcast clouds,39.3953,121.9669,HR East Hotel
634,Morden,CA,40.08,overcast clouds,49.1919,-98.1014,Morden Motor Inn
635,Seoul,KR,51.19,clear sky,37.5683,126.9778,롯데호텔 서울
639,Roald,NO,44.33,clear sky,62.5833,6.1333,Flem Cabins
640,Birjand,IR,75.67,clear sky,32.8663,59.2211,Birjand Tourist Hotel
641,Lianran,CN,79.34,clear sky,24.9227,102.485,半岛酒店
643,Benghazi,LY,52.79,scattered clouds,32.1167,20.0667,Tibesti Hotel
644,Trezzano Sul Naviglio,IT,47.23,clear sky,45.4231,9.0664,Best Western Hotel Goldenmile Milan
645,Santa Cruz Cabralia,BR,73.63,broken clouds,-16.2781,-39.0247,Puerto Princesa Inn
646,Asfi,MA,57.43,clear sky,32.2994,-9.2372,Hôtel Abda
648,El Fuerte,MX,66.09,clear sky,26.4189,-108.6194,Hotel Rio Vista
649,Sylacauga,US,48.33,overcast clouds,33.1732,-86.2516,"Holiday Inn Express & Suites Sylacauga, an IHG Hotel"
650,Port Blair,IN,78.84,drizzle,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
651,Ormara,PK,76.89,clear sky,25.2088,64.6357,Kenara Colony house for Rent
652,Gravdal,NO,42.69,shower rain,68.1214,13.5031,Skreda Rorbusuiter
653,San Rafael,AR,57.47,clear sky,-34.6177,-68.3301,Hotel San Rafael
654,Coihaique,CL,49.95,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
655,Kushima,JP,54.48,overcast clouds,31.4583,131.2333,Hanaoka
656,Teahupoo,PF,76.53,few clouds,-17.8333,-149.2667,Vanira Lodge
658,Goroka,PG,68.68,overcast clouds,-6.0834,145.3873,Bird of Paradise Hotel & Apartments
659,Labrea,BR,72.32,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
662,Hattiesburg,US,49.44,clear sky,31.3271,-89.2903,Deluxe Inn
663,Port Arthur,CN,48.42,overcast clouds,38.8,121.2667,Friendship Hotel
664,Ahipara,NZ,65.77,clear sky,-35.1667,173.1667,Ahipara Holiday Park
667,Waipawa,NZ,59.02,moderate rain,-41.4122,175.5153,Tora Coastal Walk
668,Marsabit,KE,72.79,few clouds,2.3284,37.9899,Chicho Hotel
669,Ahuimanu,US,75.45,light rain,21.4447,-157.8378,Paradise Bay Resort
673,Hirara,JP,75.47,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
674,Linxia,CN,43.65,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
675,Guiratinga,BR,69.44,overcast clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
676,Nagua,DO,72.25,few clouds,19.3832,-69.8474,Hotel Cambri
680,Christchurch,NZ,62.01,light rain,-43.5333,172.6333,The George
683,Santa Vitoria Do Palmar,BR,63.77,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
684,Esna,EG,64.42,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
685,Lujan,AR,60.51,broken clouds,-34.5703,-59.105,Hotel Biarritz
687,Tarata,BO,56.68,overcast clouds,-17.6167,-66.0167,Hacienda castillo
692,Totness,SR,75.38,broken clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
695,Peniche,PT,52.11,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
696,Mehamn,NO,42.71,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
699,Algeciras,ES,58.68,broken clouds,36.1333,-5.4505,AC Hotel by Marriott Algeciras
701,Elk Point,US,64.24,overcast clouds,42.6833,-96.6836,Hometowne Inn
702,Hvide Sande,DK,41.09,light rain,56.0045,8.1294,Hvide Sande Hotel
705,Bucerias,MX,67.98,overcast clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
